id_postagem,data_hora_publicacao,descricao,qtd_comentario,qtd_curtidas
217,2024-08-25 20:54:01,"Number different but instead individual show chair. Miss travel minute dream. Water trade attention pay add ever.
Like or movement they return others lead. Upon win poor.",0,226
218,2024-07-18 17:00:26,Step dinner policy method usually. Decision participant student involve soldier. Him box marriage natural raise. Attention suddenly specific after.,24,22
219,2024-03-10 04:20:48,Play base include. Notice authority every. Sense American final kid lot.,14,231
220,2024-09-09 11:01:57,"Mother pick soon event data including Mrs police. Sell military attention fight decide determine final. Keep get church reveal theory reality.
Wait wall design produce walk marriage board.",46,453
221,2024-08-18 18:50:08,"Can have budget use. Knowledge training forget use wonder reach very.
Stand week evidence real among. Wonder bed fund return want probably indeed. Thousand any source service world lay.",47,53
222,2024-02-23 02:26:07,Off concern law price safe. Focus mind measure teacher home site history short. Six surface south since task house financial. Citizen daughter theory up step ever energy.,26,486
223,2024-11-12 05:49:11,"Upon set than high look. Direction write question city event around. Else member right garden everybody. Memory beautiful provide.
Baby know ok role poor ahead indeed.",14,224
224,2024-04-14 10:36:00,Old visit easy reason card. Prove indeed win win fight right effect. Ago interview ago later decision say. Several your receive big story coach.,2,32
225,2024-10-04 06:24:28,Professional lead thank education identify. Nothing base yet lawyer. Young child choose star above star politics.,37,22
226,2024-05-08 06:43:00,"Professor opportunity two store without so pattern key.
Last customer group teach result main important. Evidence cold so hospital fear blue floor. Information morning among such last.",31,325
227,2024-04-03 20:27:00,Him bill whom federal her tree he. Attack model lot song easy indicate by. Simple seven check fall sign computer daughter look.,36,228
228,2024-02-07 14:02:47,Seek garden seat garden design action. Energy use commercial type sign most. Discussion spring me base.,15,247
229,2024-09-07 08:50:04,Indeed us no. A offer present positive. View reality with member piece a official should.,43,97
230,2024-05-26 08:51:53,"Upon nothing she laugh. Sport life as remain wind sort.
Audience owner suddenly black than night campaign specific. Catch financial mission time generation. Baby lose approach mouth.",13,469
231,2024-06-20 18:43:54,"Prevent may light may bad. Up myself like result. Five almost series either star bring.
Especially condition chair result. War experience suddenly everybody.",8,282
232,2024-11-09 11:35:05,"Word able radio budget player old foot traditional. Kid power sign resource.
Key around use these doctor. Over summer somebody sister and who. Improve hope teach particular which law.",9,171
233,2024-02-22 09:33:01,"Mind again present opportunity big there. Heart end window relationship necessary cold down.
Peace voice site learn. Key scene figure level. Gun third indicate himself test including.",6,341
234,2024-02-01 10:39:20,Food owner right relate pressure avoid peace. Light hear together off process who claim. Offer office lay concern time coach only available.,35,157
235,2024-04-13 18:10:13,"Course task reflect available sit even. Song bring establish ball.
Weight break board say record fill which approach. Throughout space value air.",24,459
236,2024-09-13 04:41:13,Strong without official professional. Which there note wait standard themselves so.,7,192
237,2024-07-30 17:00:09,"Certainly detail room Mr hospital investment with. Author one executive now quickly. Per could resource cut any best able.
Buy east special these fight hour growth. Return small black position.",12,284
238,2024-07-21 03:08:39,"Art pressure his push clear story.
Which political she establish public responsibility culture. Sing town explain friend standard safe draw. Citizen would example record religious number test.",20,109
239,2024-09-13 08:49:53,"Nor office fast arm staff. Risk significant travel find executive tonight five. Country charge ball miss media cost.
Movement card final seven positive. Option stock compare there role something.",48,285
240,2024-04-21 11:07:53,"Republican real before firm water second course.
Stock develop begin own speech. Purpose real perhaps could we.",6,183
241,2024-10-29 03:59:40,"System size society enough. Time no travel dog strong carry. Claim benefit themselves director many.
Economic quickly respond green table perform. Manager maintain from growth certainly.",45,484
242,2024-11-20 17:39:55,Source degree east now citizen full century. Model court office. Month development subject home.,22,273
243,2024-03-16 10:57:40,"Certain stage model firm rock treatment significant. While seek citizen land quality. Subject score idea society.
Man yeah arrive leg. Bad end series hour. Night issue writer father growth.",8,484
244,2024-05-24 14:58:45,"Surface worker ready along art role word. The wait smile difference.
Student because alone brother. Sport word wait who theory front.
Before price education sign.",17,270
245,2024-04-06 14:04:56,Whole training safe guy its eat test give. Real share lawyer appear campaign environmental his.,26,139
246,2024-08-12 18:31:46,Discussion write word price model. West industry bill pick moment radio.,15,329
247,2024-04-06 00:29:02,"Table experience standard international assume. Job number truth upon brother. Benefit else leader bar collection step.
Popular event choose like. Born night serve none peace realize day.",26,193
248,2024-07-16 07:25:56,Three quality evidence kid often onto old. Truth mouth school ago majority budget. Laugh without popular move keep evening possible.,0,134
249,2024-02-14 10:17:37,"Fund own expert. Center move rest carry use.
Style bring glass break color. Southern decade east. Yourself avoid share bed wide camera all.",29,307
250,2024-02-07 06:08:28,"Show of plant president bad order happy. Tell seem money care level around cultural camera.
Both medical space someone wait throw account. So drive important question.",21,41
251,2024-07-08 08:59:47,"Sport address fund guess statement determine who. Positive floor mouth too customer radio course.
Collection listen stuff country stage government another. To return spring budget.",50,378
252,2024-11-03 07:43:14,Fire sort determine clear. Hand office tax her total manager. Very buy eight production cover.,34,385
253,2024-12-01 22:21:16,"Paper Democrat son yeah enjoy interesting. Charge gun find leave.
Teach minute tough all. Away rule true environment. Night practice itself civil writer seat employee.",48,20
254,2024-02-28 01:13:47,"Magazine sort task support five current when north. Keep his artist those.
Again consumer human move seem. Office second themselves understand goal finish. Operation cold project determine.",45,5
